start	end	text
6168900	6176100	реализуют оба таких входа, выходных точек. То есть есть send channel, позволяющий вам отправлять
6176100	6182580	что-либо, и receive channel, позволяющий вам получать что-либо. Отдельно здесь останавливаться не буду,
6182580	6187460	здесь все более-менее понятно. Есть функция send, которая отправляет значения, есть функция receive,
6187460	6194500	которая эти значения получает. И заметьте, что они являются suspend. Вот я сказал, что channel очень
6194500	6201860	похож на blocking queue, но вот blocking queue, судя по своему названию, блокируется. То есть мы, если мы
6201860	6208100	являемся потребителем и пытаемся получить новый элемент, которого нет еще, мы заблокируемся. Если
6208100	6215580	же мы являемся поставщиком элементов и на текущий момент нету потребителя, готова обработать наш
6215580	6220980	новый элемент, мы также заблокируемся. Так вот, в случае с channel-ами все примерно то же самое,
6220980	6226420	только мы не блокируемся, а приостанавливаемся, как и везде. Вот поэтому эти функции являются suspend.
6226420	6233820	Пример использования давайте рассмотрим. Здесь я явно сам создаю channel, использую этот channel для
6233820	6239340	того, чтобы отправить сообщение через, ну с помощью одной крутины. Вот и здесь я явно пометил, что это
6239340	6245140	у меня sender. Вот я создал крутину, здесь я 5 раз что-то пытаюсь в цикле пройтись и напечатать какую-то
6245140	6250780	строчку. Вот потом этот channel закрываю. А есть еще receiver, это какая-то соседняя крутина, которая,
6250780	6258140	причем видите здесь можно использовать обычный for each loop, то есть пройтись по всем элементам
6258140	6265500	channel-а, как в цикле и обработать эти сообщения. Вот и это будет нашим receiver. К слову, вот даже
6265500	6271780	в нашем проекте в Yandex.P мы используем вообще концепцию channel-ов и умеем обрабатывать вот
6271780	6276780	такие сообщения примерно так же, как я показал на слайде. То есть у нас есть поставщик каких-то
6276780	6282980	событий, есть получатель. И вот получатель также в for each цикле ожидает новые значения и их потом
6282980	6289100	как-то обрабатывает. Ключевой момент в том, что channel является горячим источником данных. Что это
6289100	6297100	значит? Что этому каналу особо-то не важно, есть ли у него сейчас какие-то потребители и он будет
6297100	6303540	производить, ну в случае, если мы просто создаем его через функцию produce, как на слайде, он будет
6303540	6309580	производить элементы и ему там не особо-то и важно, есть ли сейчас какие-то потребители, он может
6309580	6315460	там закашировать какие-то значения, если мы буфер изначально передали. Ну и какие-то элементы может
6315460	6324020	потом пропустить, если буфер не позволяет хранить все. Вот. И это важно, почему я вообще начал
6324020	6329060	говорить про горячий источник данных в том, что flow, который мы рассмотрим буквально на следующем
6329060	6333540	слайде, является изначально вот сам интерфейс с холодным источником данных. Вот. Горячий
6333540	6338700	получается, что он активно генерирует данные, даже если никто не принимает эти данные и не слушает
6338700	6344540	сейчас в моменте. И при подписке на горячий источник данных мы начнем получать данные, вот только
6344540	6349620	те актуальные, которые у него есть сейчас на данный момент или те данные, которые он закашировал
6349620	6357020	у себя в буфере. Вот. А flow он генерирует, обычный flow, который мы сейчас посмотрим, как создавать,
6357020	6362780	он будет генерирует, генерирует элементы только при запросе. И каждый подписчик начнет получать
6362780	6369340	свою, свою копию, свою серию данных, начиная сначала, ну начиная сначала создание элементов
6369340	6375740	внутри flow. Вот. Получается, что flow у нас холодный источник данных. И сейчас я не говорю про
6375740	6381620	state flow и про shared flow, а именно про обычный интерфейс flow, в котором мы также можем работать.
6381620	6388220	Вот. Flow сам по себе можно как-то перевести как поток, но пожалуйста не путайте его с тредами,
6388220	6392780	которые мы рассмотрели раньше. Просто это какой-то некий поток значений или поток данных,
6392780	6398940	который мы можем обработать, цепочка событий. Вот. Эти данные там могут работать и вычисляться
6398940	6410540	синхронно. И мы начнем получать данные только в момент непосредственно самой подписки. Сам интерфейс flow,
6410540	6415660	он выглядит полностью, я его полностью уже указал на слайде, то есть у него есть только одна функция
6415660	6421300	collect. Этот flow можно самим реализовать, но мы посмотрим на его там такие основные реализации
6421300	6428420	чуть позже. Вот. В flow есть два интерфейса основных, это непосредственно сам flow и flow collector,
6428420	6434380	который он принимает в своей функции collect. Использовать сам flow можно вот таким образом.
6434380	6442620	Мы вызываем фабричную функцию flow, в которой начинаем производить элементы. В примере со
6442620	6450820	students flow я что делаю? Я пытаюсь три раза после дилея заимитить юзера с текущим индексом. Но вот
6450820	6457340	вся особенность в том, что если я просто вызову students flow, который вернет мне flow моих
6457340	6468540	юзеров, не приведет к самому вычислению данных юзеров. Они начнут вычисляться и начнут приходить
6468540	6476220	мне как подписчику только в момент подписки. Вот я suspend функции main вызываю функцию collect,
6476220	6482940	и это является триггером для сбора элементов, для начала сбора элементов, для начала их создания.
6483900	6491820	И дальше уже в collect я начинаю этих подписчиков этих студентов обрабатывать. Получается,
6491820	6497700	что здесь отличие от channel в том, что produce моментально начнет производить элементы,
6497700	6502500	как только я их создам, а во flow мне нужно подписаться. И только после этого,
6502500	6507860	то есть должен быть какой-то терминальный оператор, терминальная функция, которая затриггерит запуск
6507860	6516980	имита, запуск отправки и создание новых элементов. Сама структура flow указана на слайде,
6516980	6522740	то есть у нас сначала есть flow builder, это обычно вот такая фабричная функция типа flow, где мы
6522740	6531620	внутри экшена пытаемся по особому алгоритму, как мы захотим, начать имитить значения. Дальше
6531620	6536620	обычно идет серия операторов. Что это такое? Intermediate операторы, я их тут так назвал,
6536620	6543540	это промежуточные операторы, которые как-то видоизменяют наш поток, нашу цепочку данных.
6543540	6548580	Вот здесь я привел в пример, что есть on itch, on start, on completion, catch. Ну вот для примера,
6548580	6553660	on itch возьмет текущий элемент и может с ним что-то сделать по ходу дела, как сайд эффект какой-то.
6553660	6560140	В данном случае я просто печатаю текущее значение, которое пришло в on itch на экран. Есть
6560140	6566980	on start, on completion. Это такие стартовые кулбеки, когда я только подписываюсь на новый flow,
6566980	6574020	или когда этот flow полностью завершается. Catch позволяет мне, как подписчику на flow,
6574020	6579500	обработать определенные исключения и заметить новые значения. В общем, на самом деле вот этих
6579500	6585300	операторов целая тьма, мы часть из них сейчас рассмотрим дальше на слайдах. А есть терминальная
6585300	6591580	операция, терминал operator как collect. Их на самом деле несколько бывает, но вот collect,
6591580	6598140	наверное, основной. Только он затриггерит запуск нашего flow. Как это происходит? Вот представьте,
6598140	6604740	что есть flow builder, он вернул нам какой-то объект. Это просто напросто какой-то действительно объект,
6604740	6609820	который ничего сейчас не делает. Дальше мы к нему применяем серию intermediate операторов,
6609820	6614620	которые также ничего не делают, они просто декларируют, что произойдет с элементами,
6614620	6620780	когда они начнут приходить. А есть терминальный оператор, который всю эту движуху запускает.
6620780	6626420	Он вот как по цепочке, вот как здесь по коду, начинает снизу вверх идти и просить дать ему
6626420	6633220	элементы. То есть функция collect затриггерит тот flow, который был передан после функции catch,
6633220	6638100	отдай мне, пожалуйста, элементы. Тут в свою очередь пойдет в он completion, тот вон start,
6638100	6644220	тот вон itch и так дойдет до, все дело дойдет до flow builder, который начнет иметь значение. Вот
6644220	6647500	это вот такая вот особенность в том, что есть терминальный оператор, который начинает
6647500	6654540	триггерить получение элементов, работает как в нашем flow в крутинах, так и в том же rig.java.
6654540	6661180	Поэтому, вот возвращаясь к теме с rigs, если вы сначала хорошо поймете крутины, потом на их
6661180	6667340	основе поймете, как работает flow, вы довольно легко справитесь с концепцией rig.java, потому что там
6667340	6672940	происходит примерно то же самое, что я вам рассказываю здесь. Есть исключения, есть отличия,
6672940	6678940	но концепция очень похожа. Есть колонны источник данных, мы на него подписываемся, точнее мы к нему
6678940	6684060	прикручиваем набор операторов, а потом с помощью терминального оператора пытаемся затриггерить
6684060	6691580	все создание данных внутри flow. И вот когда вы пишете какие-то участки кода, вы спокойно можете
6691580	6696940	формировать ваш flow, накручивать на него кучу операторов, но не беспокоиться о том, что он,
6696940	6703740	то есть вы уже что-то начинаете создавать. Запуск непосредственно начнется только в момент коллекта
6703740	6711100	каким-то образом. Надеюсь, здесь немножко концепцию объяснил. Что насчет промежуточных операторов?
6711100	6717460	Назову парочку из них довольно интересных и полезных. Есть мэп, который, соответственно, из
6717460	6725260	одних значений конвертит во что-то другое, причем отличие мэп от его аналогов из той же rigs java в том,
6725260	6730180	что этот мэп является suspend, и мы можем даже здесь приостановиться, дождаться какого-то
6730180	6740780	результата и после чего возобновить работу. Что я здесь делаю? Я, во-первых, создаю набор
6740780	6749500	чисел от 1 до 5 и превращаю их во flow. То есть если я начну коллектить мой flow из чисел,
6749500	6757420	то я начну по итративно по цепочке получать значение от 1 до 5. Дальше я использую промежуточный
6757420	6765380	оператор в виде мэп и пытаюсь текущее значение возвести в квадрат. Дальше уже с помощью коллект,
6765380	6775220	с помощью терминальной функции я запускаю генерацию моих элементов, начиная сначала с цепочки
6775220	6781780	создания numbers flow и после того как я замапил значения возвелых квадрат, я их печатаю в
6781780	6790660	консоли и получаю заветные 1,4,9,16,25. Все числа возвелых квадратов. И вообще мэп супер полезная
6790660	6795660	штука, она используется практически везде для разных целей. Здесь привел такой банальный пример
6795660	6802460	с маппингом одного числа в другое. Есть фильтр, который будет отфильтровывать набор данных. В данном
6802460	6810260	случае я пытаюсь проверить четное число или нет. Если да, то пропускаю дальше. Если нет, то не беру
6810260	6820500	с собой. В общем я их пропускаю и не отдаю остальным промежуточным операторам после оператора фильтра
6820500	6826620	в данном случае. То есть вот у меня есть 1,2,3,4,5 числа, потом я применяю к нему промежуточный оператор
6826620	6833380	в виде фильтра и фильтрую только те числа, которые являются четными и получается на выходе из фильтра
6833380	6839620	у меня уже будет только 2,4. И остальные операторы, промежуточные операторы будут работать с 2,4,
6839620	6847180	а 1,3,5 даже не увидят. Вот это как бы особенность оператора фильтра. С take, мне кажется, можете
6847180	6852860	догадаться и сами, то есть мы ему передаем число и он будет брать только определенный набор чисел
6852860	6859420	по счету. Вот здесь я вызываю take, не передаю 3, соответственно я возьму только первые 3 числа.
6859420	6866380	Я говорю числа, первых 3 элемента в данном случае это числа. Это 1 до 5 и получается первые 3 числа
6866380	6876020	1,2,3. Есть еще zip, который связывает набор данных. Вот представьте, что у нас есть два flow. Первый
6876020	6884860	возвращает числа, второй возвращает символы. В данном случае abcd, e. И я пытаюсь zip как цепочку
6884860	6891660	на молнии, я пытаюсь склеить один flow с другим и у меня будут сформированы пары значений. Вот,
6891660	6900300	то есть я получается вызвал numbersflow.zip и передал ему второй flow и дальше он будет склеивать
6900300	6905820	значения из этих flow, он будет склеивать между собой и формировать новое значение. Вот обычно
6905820	6912100	такие операторы используются для того, чтобы склеить походы в разные опишки, которые возвращают
6912100	6918700	свои flow и мы пытаемся на основе нескольких опишек получить финальный результат. Вот здесь опять же
6918700	6925660	такой пример синтетический простой, но поверьте в продакшн коде zip тоже используется как раз для
6925660	6930580	склеивания данных из разных опишек, из разных сервисов, чтобы потом получить какой-то единый
6930580	6936940	результат. Вот. И таких примеров, таких операторов уйма, я не хочу тратить ваше время, чтобы просто
6936940	6942660	объяснять каждый из них по отдельности. Кажется проще просто пройти по документации и почитать
6942660	6947100	про них. И я хотел именно объяснить концепцию того, что вот есть промежуточные операторы,
6947100	6952900	которые как-то видоизменяют наши элементы по ходу дела. Что насчет shared flow, state flow? Вот они
6952980	6961780	как раз являются горячими источниками данных, то есть они в отличие от обычного flow позволяют
6961780	6969100	нам генерить какие-то элементы по ходу дела и не зависит от того, есть ли у них сейчас подписчик или
6969100	6975940	нет. Вот. Shared flow как видите наследуется от flow, у него есть reply cache, который как раз нужен для
6975940	6983140	хранения элементов внутри себя. У него есть возможность, точнее так, есть shared flow как
6983140	6991420	red-only коллекция по аналогии с листами и mutable листами в Kotlin. У него есть свой аналог в виде mutable
6991420	6997660	shared flow, который позволяет изменять значения внутри flow, то есть имитить новые значения внутри него.
6997660	7005900	Вот. Как это обычно работает? Представим, что есть flow как поток данных, мы с помощью mutable
7005900	7011660	shared flow можем этот поток данных видоизменять с помощью внешнего интерфейса, с помощью функции try
7011660	7019420	emit, ну или просто emit. Как мы это делаем? Вот я здесь создаю shared flow, делаю mutable shared flow и
7019420	7027380	создаю две крутины, которые начинают коллектить мой shared flow. Делаюсь на секунду, а после чего
7027380	7034460	имитчу message1 и message2 вот в мой flow. То есть есть внешний контракт у самого mutable shared flow,
7034460	7040380	если возможно, заимитить значения, я это делаю, а в других крутинах пытаюсь подписаться и получить
7040380	7047540	результаты. Так как я подписался заранее, грубо говоря, и делай в одну секунду мне точно хватит на
7047540	7053340	то, чтобы создать крутины и подписаться, я получу ровно то, что ожидается. В каждой из крутин я
7053340	7061060	получу и первое сообщение, и второе. В случае, если бы я создал эти крутины сильно позже, после того,
7061060	7067260	сколько я бы заимитил, тут уже зависит от того, как реализован shared flow и какие гарантии он дает по
7067260	7074580	поводу хранения данных, заимиченных ранее до того, как кто-то подписался на этот shared flow.
7074580	7083660	Что такое shared flow? Это его аналог, это расширение концепции shared flow, он работает аналогично,
7083660	7090460	только его особенность в том, что reply cache, вот этот внутренний cache по хранению данных,
7090460	7096380	которые никому еще не были переданы, оно связано к одному, то есть state flow хранит в себе всегда
7096380	7103180	только одно конкретное значение. Для нас это супер важно в контексте работы с тем же стейтом
7103180	7109700	экрана. Почему? Нам не хочется хранить стейты экрана, какие-то предыдущие стейты экрана, а нам
7109700	7114980	всегда хочется иметь актуальное, единственное значение, которое ему соответствует. И вот state
7114980	7120740	flow это идеальный кандидат, для этого покажу каким образом. Получается в state flow у нас
7120740	7125980	есть всегда в единый момент времени текущее значение, его можно вытащить через value,
7125980	7134980	а есть в контракте mutable state flow возможность, причем атомарно, изменить текущее значение
7134980	7141180	внутри state flow. Это как раз делается примерно через те же концепции compare and set, которые я
7141180	7148780	объяснял на предыдущей лекции по многопоточности. Примерно та же концепция, как в атомиках. И функции
7148780	7154220	примерно также называются compare and set, update and get, в общем, очень похоже. Давайте покажу,
7154220	7159980	как это выглядит. Вот я создаю mutable state flow, опять же в какой-то курантине я на этот state
7159980	7166300	подписываюсь, дальше после задержки я во-первых, а какая еще особенность, я забыл про это сказать,
7166300	7171940	для state flow нужен initial value, то есть начальное значение. Мы его обязательно должны передать,
7171940	7178380	в данном случае я просто передаю буквку A. Дальше я в курантине пытаюсь подписаться на этот
7178380	7187260	state, печатаю значение, которое из этого state могут прийти, и после дилея я пытаюсь из текущего
7187260	7195420	стейта взять значение и его переназначить на буквку B. И это поможет, это будет работать,
7195420	7202780	я реально в state flow получу другое значение. И дальше после дилея я пытаюсь подписаться на этот
7202780	7211980	стейт еще раз и получу ровно буквку B, которую изменил ранее. Что тут важно? Во-первых, именно
7211980	7218940	state.value я бы так особо не делал. Почему? Хочется, чтобы вы явно создавали проблему работы с
7218940	7225940	разделяемым ресурсом, и что явно обращаться к переменной просто вот так и менять у нее значение
7225940	7232580	не стоит. Это можно делать только если вы явно знаете, что сейчас находитесь в usl, в main потоке,
7232580	7238060	в одном единственном потоке, и безопасно менять значение вот так вот на ходу. Что я вам предлагаю?
7238060	7244460	Работать примерно по такой концепции. Вот у вас есть view-модель. Туда вы передаете какие-то
7244460	7250220	репозиторы, интеракторы, use-кейсы, не важно что, это те классы, которые отвечают либо за работу с
7250220	7257820	датаслоем, с каким-то данными, либо за работу в domain-слое, то есть вашу бизнес-логику непосредственно.
7257820	7266940	Дальше есть UI-state, которая отвечает за state-экрана. Это может быть описание того, каких состояний
7267020	7272340	экран находится, какие кнопки нужно показать, какие скрыть, как реагировать на нажатие
7272340	7277340	пользователя, какую анимацию запустить, и так далее. В общем, этот UI-state должен описывать то, как
7277340	7284620	выглядит ваш экран. И обычно это происходит так, что вы в mutable-state-flow храните, причем с нижним
7284620	7293740	подчеркиванием для чего, чтобы явно разделить интерфейсы read-only-flow и mutable-flow. В общем,
7293740	7300580	вы в mutable-state-flow храните state-вашего экрана, а внутри функции, типа вот как у меня onCreate,
7300580	7307180	вы получаете определенные данные, а потом автомарно, например, через функцию update,
7307180	7313220	которая есть в mutable-state-flow, вы обновляете ваш state-экран. И это происходит, повторюсь,
7313220	7321100	автомарно и безопасно для работы в многопоточной среде. Вот такой концепции я бы ожидал от вас в
7321180	7330340	ваших работах и в ваших проектах. То есть есть state-flow, который олицетворяет вообще ваш state-экран,
7330340	7336580	и вы его автомарно меняете с помощью функции update в разных точках, либо вообще в определенном
7336580	7344060	каком-то месте, где, может быть, у вас есть, не знаю, switch или van по всем состояниям экрана или
7344060	7349620	там бизнес-логики, и вы явно говорите, что только вот в этой функции вы можете менять state-экрана
7349620	7358620	через функцию update в state-flow. В общем, вот что-то такое я бы в первую очередь начал делать в
7358620	7366540	проектах, так использовать state-flow. В общем, наверное, ключевая мысль. Повторюсь, здесь явно вынес
7366540	7373660	надельный слайд. Вот обновлять state стоит вот так. Не нужно обращаться к переменной точке value у
7373660	7382780	state-flow и что-то у нее менять, потому что тем самым вы можете для себя же в будущем поломать логику
7382780	7388980	работы, если вы из того не сего начнете работать со state в нескольких потоках. Лучше явно сразу
7388980	7399020	обезопаситься и работать автомарно со значениями внутри него. И напоследок я приведу пример того,
7399020	7405380	как у нас работают некоторые репезитории в проектах. В случае, если мы хотим, чтобы репезитории
7405380	7410900	работали по такой концепции, что в in-memory кэше, например, они хранили данные, и эти данные могли
7410900	7416380	меняться только автомарно, вот мы обычно делаем примерно следующее. То же самое, как в view-модели.
7416380	7426060	У нас есть state-flow, который хранит данные, и мы через него обновляем само состояние внутри. А
7426060	7431620	есть flow, который вытащен наружу для чтения. Все наши подписчики наших репезиторий будут
7431620	7436740	подписываться на state-flow и получать актуальное значение оттуда. И причем давайте, наверное,
7436740	7442140	еще ни разу не объяснял, и вот как раз завершающая мысль будет, почему есть такое разделение на
7442140	7447500	mutable state-flow и на обычный state-flow. Mutable state-flow нужен только для внутреннего использования
7447500	7455420	внутри класса, и он позволяет видоизменять на state-flow. А наружу мы вытаскиваем интерфейс
7455420	7462500	state-flow, не позволяющий нам никак влиять на state-flow и менять значение внутри него. Благодаря
7462500	7469660	этому у нас есть возможность вытащить наружу только red-only вариант. И на этом на самом деле
7469660	7475340	сегодня все. Я, мне кажется, прошелся по основным концепциям, которые, на мой взгляд, важны,
7475340	7484260	которые вам стоит использовать у себя в коде. Давайте еще раз напомню, какие темы мы с вами
7484260	7489580	обсудили. Мы узнали, что такое крутина, хотя бы, надеюсь, на базовом уровне. Мы узнали, что такое
7489580	7499020	крутин-билдеры, узнали, как работать с estate наших крутин, немножко окунулись в тему отмены крутин,
7499020	7506940	работать с исключениями и немножко познакомились с state-flow и с shared-flow. Надеюсь, сегодня было
7506940	7513740	довольно полезно хотя бы для такой вводной встречки. На что стоит посмотреть. Каждый год
7513740	7520620	рекомендую примерно одно и то же. Здесь немножко поменял ссылки, мне кажется. В общем, на самом деле
7520620	7526660	можете приходить ко мне еще в личку, порекомендую еще такой же большой список. Здесь основное,
7526660	7532740	что точно стоит прочитать и узнать. Официальный гайд по крутинам, пройдитесь, пожалуйста, там довольно
7532740	7539620	много ключевой информации изложено. Каждый раз привожу ссылку Scott Linkon, где объясняю эту
7539620	7544660	концепцию, работа с исключениями. Там как раз один из примеров, которые я указывал на слайде.
7544660	7551180	Всегда топлю за статьи Романа Лизарова, прочитал, мне кажется, все его статьи на медиуме. Вот тоже
7551180	7560700	прошу вас глянуть. Как раз это один из основных авторов крутин. Особенно в начале работы над
7560700	7567020	крутинами и проектированием крутин в 18-19 годах он очень много писал статей на медиуме и объяснял
7567020	7573140	причины того, почему крутина работает так, как они сейчас устроены и что служило доводом для
7573140	7577060	этого. Плюс объясняет некоторые концепции, как, например, работа с разделяемыми ресурсами,
7577060	7582460	объясняет, что такое как раз таки холодный поток и горячий поток, ну и много всего другого
7582460	7588820	полезного, так что прошу посмотрите. Вот. А насчет того, как устроены крутины, есть много докладов.
7588820	7593980	От того же Романа Лизарова несколько докладов, причем на разных конференциях. Есть вот Мартсен
7593980	7599660	Маскала, который автор нескольких книг про котлин, в том числе по крутины, и вот в ролике,
7599660	7604380	который ссылку, которые прикладываю здесь, он объясняет то, как крутина устроена под
7604380	7610060	капотом и во что превращаются наши suspend функции после работы компилятора. Мне кажется, как раз этот
7610060	7616980	доклад сможет вам помочь в освоении крутин и в понимании того, как крутины устроены под капотом.
7616980	7626060	Вот. На этом все. Давайте попробуем ответить на вопросы, на последнюю часть, и сегодня закончим.
7626060	7634860	Можно ли вручную задать размер пул потоков для диспатчера? Да. Вы можете передать свой
7634860	7640900	кастомный диспатчер и сформировать его так, как хотите. Можете создать пул потоков из одного
7640900	7646780	потока всего, то есть сделать его таким однопоточным и использовать для своих нужд, например,
7646780	7653500	для упрощенной работы с многопоточным кодом со со разделяемым ресурсом. Можете указать даже
7653500	7658620	пул потоков из тех же экзекьюторов, почему нет? Ну, тех же пул потоков, которые используются в
7658620	7666620	экзекьюторах у вас с другой частью кода. Подписка в UI на Stateflow из VM выглядит избыточно, особенно если
7666620	7674900	стейтов много. Есть ли смысл в Core модуль выносить логику подписки? Не уверен, что это выглядит
7674900	7681700	избыточно. Есть ли смысл в Core модуль выносить логику подписки? Мне кажется, сложно мне ответить
7681700	7686380	на такой вопрос, потому что я не до конца его понимаю, что мы хотим вынести в Core модуль. Ну,
7686380	7691740	я бы сказал так. Для начала точно стоит отталкиваться от концепции, что у нас есть
7691740	7698420	view модель, которая хранит какой-то стейт, а в UI мы не храним сами по себе никакой стейт,
7698420	7703580	мы только лишь подписываемся на что-то, что имеет жизненный цикл больше, чем у вьюшки,
7703580	7709780	у нашего активити, у нашего фрагмента или там у каких-то компус-функций, и мы получаем данные
7709780	7715420	из той же view модели, точнее подписываемся на эти данные тогда, когда нам удобно, когда мы можем
7715420	7720580	что-то отрисовать и реагируем на изменения. Вот эту концепцию я бы точно использовал практически
7720580	7726700	везде, на всех экранах, и она уже доказала свою состоятельность и может быть по праву
7726700	7737060	использована практически везде. Вопрос стоит, нужно ли использовать крутины? Так, при наблюдении
7737060	7743500	за flow или live data можно еще пару предложений об этом. Тоже не совсем понял вопрос, но услышал
7743500	7750980	ключевое слово live data. На мой взгляд, ее особо не стоит использовать уже. Это избыточный фреймворк,
7750980	7756380	который вам по факту-то не нужен. Я бы все же рекомендовал везде использовать flow и обычные
7756380	7763580	крутины и live data практически нигде не использовать. Мне кажется, потом будет вам сложнее от нее уйти,
7763580	7771620	в случае, если будете по-прежнему ее использовать. На мой взгляд, это история временная и скоро live
7771620	7778340	data практически не будет. Я не вижу предпосылок, чтобы она имела популярность и смогла закрыть
7778340	7784060	какие-то определенные кейсы из state flow или из обычного flow. Можешь привести примеры
7784060	7791420	использования Channel именно в Android? К сожалению, я думал о том, чтобы показать пример того,
7791420	7797660	как у нас в проекте используется Channel. Давайте просто на словах объясним. У нас используется
7797660	7806420	Channel. Мы его используем для отправки... Давайте так. Есть концепция MVI. Это один из таких
7806420	7811780	архитектурных паттернов для presentation слоя. Он может быть по-разному использован. Есть библиотека
